time,temperature_2m (°C),apparent_temperature (°C),relative_humidity_2m (%),dew_point_2m (°C),cloud_cover (%),wind_speed_10m (km/h),wind_gusts_10m (km/h),surface_pressure (hPa),precipitation (mm),rain (mm),et0_fao_evapotranspiration (mm),timestamp_weather,timestamp_utc,timestamp_hour,timestamp_load,delhi_load,brpl_load,bypl_load,ndpl_load,ndmc_load,mes_load,data_source,timestamp,hour,day_of_week,month,is_weekend,is_summer,is_monsoon,is_winter,is_morning_peak,is_evening_peak,is_peak_hour,shortwave_radiation,wet_bulb_temperature_2m,direct_radiation,diffuse_radiation,cloud_cover_total,cloud_cover_low,cloud_cover_mid,cloud_cover_high,wind_direction_10m,wind_direction_100m
2023-10-17T23:00,19.5,21.2,86,17.2,0,6.0,10.4,988.9,0.0,0.0,0.0,2023-10-17 23:00:00,2023-10-17 23:00:00+00:00,2023-10-17 23:00:00+00:00,2023-10-17 23:00:00+00:00,1659.57,464.68,365.11,298.72,199.15,132.77,simulation_realistic,2023-10-17 23:00:00,23,1,10,False,False,False,False,False,False,False,0.0,15.438484,0.0,0.0,1.0,0.0,1.0,0.0,325.71307,333.00424
2023-10-18T00:00,18.9,20.5,89,17.0,0,6.2,9.0,988.9,0.0,0.0,0.0,2023-10-18 00:00:00,2023-10-18 00:00:00+00:00,2023-10-18 00:00:00+00:00,2023-10-18 00:00:00+00:00,1486.23,416.14,326.97,267.52,178.35,118.9,simulation_realistic,2023-10-18 00:00:00,0,2,10,False,False,False,False,False,False,False,0.0,16.492594,0.0,0.0,0.0,0.0,0.0,0.0,319.39877,329.1986
2023-10-18T01:00,18.6,20.0,89,16.8,1,6.4,10.1,988.4,0.0,0.0,0.0,2023-10-18 01:00:00,2023-10-18 01:00:00+00:00,2023-10-18 01:00:00+00:00,2023-10-18 01:00:00+00:00,1408.14,394.28,309.79,253.46,168.98,112.65,simulation_realistic,2023-10-18 01:00:00,1,2,10,False,False,False,False,False,False,False,0.0,16.558681,0.0,0.0,0.0,0.0,0.0,0.0,313.53125,324.11777
2023-10-18T02:00,18.0,19.4,92,16.6,1,6.3,10.1,987.8,0.0,0.0,0.0,2023-10-18 02:00:00,2023-10-18 02:00:00+00:00,2023-10-18 02:00:00+00:00,2023-10-18 02:00:00+00:00,1740.8,487.42,382.98,313.34,208.9,139.26,simulation_realistic,2023-10-18 02:00:00,2,2,10,False,False,False,False,False,False,False,59.0,17.236795,21.0,38.0,0.0,0.0,0.0,0.0,297.4075,315.0001
2023-10-18T03:00,17.6,18.9,92,16.4,0,6.4,10.1,987.7,0.0,0.0,0.0,2023-10-18 03:00:00,2023-10-18 03:00:00+00:00,2023-10-18 03:00:00+00:00,2023-10-18 03:00:00+00:00,1868.85,523.28,411.15,336.39,224.26,149.51,simulation_realistic,2023-10-18 03:00:00,3,2,10,False,False,False,False,False,False,False,224.0,18.293198,125.0,99.0,0.0,0.0,0.0,0.0,297.4075,303.6901
2023-10-18T04:00,17.3,18.2,93,16.1,1,7.9,12.6,987.6,0.0,0.0,0.0,2023-10-18 04:00:00,2023-10-18 04:00:00+00:00,2023-10-18 04:00:00+00:00,2023-10-18 04:00:00+00:00,2264.04,633.93,498.09,407.53,271.68,181.12,simulation_realistic,2023-10-18 04:00:00,4,2,10,False,False,False,False,False,False,False,410.0,19.101288,275.0,135.0,0.0,0.0,0.0,0.0,300.96368,302.6609
2023-10-18T05:00,17.1,17.6,90,15.4,1,9.1,14.4,987.5,0.0,0.0,0.0,2023-10-18 05:00:00,2023-10-18 05:00:00+00:00,2023-10-18 05:00:00+00:00,2023-10-18 05:00:00+00:00,2553.97,715.11,561.87,459.71,306.48,204.32,simulation_realistic,2023-10-18 05:00:00,5,2,10,False,False,False,False,False,False,False,568.0,19.336111,412.0,156.0,0.0,0.0,0.0,0.0,303.2749,304.9921
2023-10-18T06:00,17.0,17.2,87,14.8,1,9.6,15.1,987.6,0.0,0.0,0.0,2023-10-18 06:00:00,2023-10-18 06:00:00+00:00,2023-10-18 06:00:00+00:00,2023-10-18 06:00:00+00:00,3243.89,908.29,713.65,583.9,389.27,259.51,simulation_realistic,2023-10-18 06:00:00,6,2,10,False,False,False,False,False,False,False,675.0,19.277168,507.0,168.0,0.0,0.0,0.0,0.0,304.8754,305.53775
2023-10-18T07:00,18.1,18.7,86,15.8,0,10.0,15.1,988.2,0.0,0.0,0.0,2023-10-18 07:00:00,2023-10-18 07:00:00+00:00,2023-10-18 07:00:00+00:00,2023-10-18 07:00:00+00:00,3679.14,1030.16,809.41,662.24,441.5,294.33,simulation_realistic,2023-10-18 07:00:00,7,2,10,False,False,False,False,False,False,False,717.0,19.353249,545.0,172.0,0.0,0.0,0.0,0.0,307.14676,307.09293
2023-10-18T08:00,18.3,18.9,85,15.8,0,9.9,17.3,988.8,0.0,0.0,0.01,2023-10-18 08:00:00,2023-10-18 08:00:00+00:00,2023-10-18 08:00:00+00:00,2023-10-18 08:00:00+00:00,4302.32,1204.65,946.51,774.42,516.28,344.19,simulation_realistic,2023-10-18 08:00:00,8,2,10,False,False,False,False,True,False,True,690.0,19.566046,522.0,168.0,0.0,0.0,0.0,0.0,308.65982,308.2902
2023-10-18T09:00,19.5,20.0,82,16.3,0,10.9,17.6,989.4,0.0,0.0,0.05,2023-10-18 09:00:00,2023-10-18 09:00:00+00:00,2023-10-18 09:00:00+00:00,2023-10-18 09:00:00+00:00,3849.59,1077.89,846.91,692.93,461.95,307.97,simulation_realistic,2023-10-18 09:00:00,9,2,10,False,False,False,False,True,False,True,594.0,19.57333,436.0,158.0,0.0,0.0,0.0,0.0,310.60123,310.60123
2023-10-18T10:00,21.8,22.5,73,16.7,0,10.9,21.2,990.5,0.0,0.0,0.15,2023-10-18 10:00:00,2023-10-18 10:00:00+00:00,2023-10-18 10:00:00+00:00,2023-10-18 10:00:00+00:00,3856.43,1079.8,848.41,694.16,462.77,308.51,simulation_realistic,2023-10-18 10:00:00,10,2,10,False,False,False,False,True,False,True,445.0,19.188927,306.0,139.0,0.0,0.0,0.0,0.0,316.08084,315.855
2023-10-18T11:00,24.1,24.6,63,16.6,0,12.6,25.9,990.9,0.0,0.0,0.29,2023-10-18 11:00:00,2023-10-18 11:00:00+00:00,2023-10-18 11:00:00+00:00,2023-10-18 11:00:00+00:00,5342.06,1495.78,1175.25,961.57,641.05,427.36,simulation_realistic,2023-10-18 11:00:00,11,2,10,False,False,False,False,False,False,False,266.0,18.641308,160.0,106.0,0.0,0.0,0.0,0.0,317.29062,318.27057
2023-10-18T12:00,26.2,26.1,52,15.6,0,13.8,28.1,990.9,0.0,0.0,0.42,2023-10-18 12:00:00,2023-10-18 12:00:00+00:00,2023-10-18 12:00:00+00:00,2023-10-18 12:00:00+00:00,4620.3,1293.68,1016.47,831.65,554.44,369.62,simulation_realistic,2023-10-18 12:00:00,12,2,10,False,False,False,False,False,False,False,89.0,17.941364,36.0,53.0,0.0,0.0,0.0,0.0,321.009,320.57224
2023-10-18T13:00,27.6,27.6,44,14.4,0,14.5,29.9,990.3,0.0,0.0,0.52,2023-10-18 13:00:00,2023-10-18 13:00:00+00:00,2023-10-18 13:00:00+00:00,2023-10-18 13:00:00+00:00,4931.37,1380.78,1084.9,887.65,591.76,394.51,simulation_realistic,2023-10-18 13:00:00,13,2,10,False,False,False,False,False,False,False,2.0,17.516546,0.0,2.0,0.0,0.0,0.0,0.0,315.0001,316.8476
2023-10-18T14:00,28.5,28.4,41,13.9,0,14.9,30.6,989.3,0.0,0.0,0.56,2023-10-18 14:00:00,2023-10-18 14:00:00+00:00,2023-10-18 14:00:00+00:00,2023-10-18 14:00:00+00:00,4143.23,1160.1,911.51,745.78,497.19,331.46,simulation_realistic,2023-10-18 14:00:00,14,2,10,False,False,False,False,False,False,False,0.0,17.186144,0.0,0.0,0.0,0.0,0.0,0.0,311.009,315.59058
2023-10-18T15:00,29.0,29.0,40,13.9,0,13.8,30.2,988.4,0.0,0.0,0.55,2023-10-18 15:00:00,2023-10-18 15:00:00+00:00,2023-10-18 15:00:00+00:00,2023-10-18 15:00:00+00:00,4663.3,1305.72,1025.93,839.39,559.6,373.06,simulation_realistic,2023-10-18 15:00:00,15,2,10,False,False,False,False,False,False,False,0.0,16.737011,0.0,0.0,0.0,0.0,0.0,0.0,307.6943,311.2685
2023-10-18T16:00,29.1,28.7,39,13.8,0,13.3,28.4,987.5,0.0,0.0,0.49,2023-10-18 16:00:00,2023-10-18 16:00:00+00:00,2023-10-18 16:00:00+00:00,2023-10-18 16:00:00+00:00,3418.04,957.05,751.97,615.25,410.16,273.44,simulation_realistic,2023-10-18 16:00:00,16,2,10,False,False,False,False,False,False,False,0.0,16.388355,0.0,0.0,0.0,0.0,0.0,0.0,308.0471,311.98712
2023-10-18T17:00,28.9,27.9,38,13.2,0,13.5,27.0,987.1,0.0,0.0,0.4,2023-10-18 17:00:00,2023-10-18 17:00:00+00:00,2023-10-18 17:00:00+00:00,2023-10-18 17:00:00+00:00,3086.15,864.12,678.95,555.51,370.34,246.89,simulation_realistic,2023-10-18 17:00:00,17,2,10,False,False,False,False,False,False,False,0.0,15.999306,0.0,0.0,0.0,0.0,0.0,0.0,313.53125,318.14505
2023-10-18T18:00,28.1,27.1,39,12.7,0,12.7,25.6,987.1,0.0,0.0,0.28,2023-10-18 18:00:00,2023-10-18 18:00:00+00:00,2023-10-18 18:00:00+00:00,2023-10-18 18:00:00+00:00,3311.56,927.24,728.54,596.08,397.39,264.92,simulation_realistic,2023-10-18 18:00:00,18,2,10,False,False,False,False,False,True,True,0.0,15.67877,0.0,0.0,0.0,0.0,0.0,0.0,319.89914,325.24402
2023-10-18T19:00,26.0,25.5,44,12.9,0,9.7,21.6,987.4,0.0,0.0,0.13,2023-10-18 19:00:00,2023-10-18 19:00:00+00:00,2023-10-18 19:00:00+00:00,2023-10-18 19:00:00+00:00,3004.83,841.35,661.06,540.87,360.58,240.39,simulation_realistic,2023-10-18 19:00:00,19,2,10,False,False,False,False,False,True,True,0.0,15.401442,0.0,0.0,0.0,0.0,0.0,0.0,316.8476,325.17545
2023-10-18T20:00,24.2,23.8,51,13.5,0,10.7,16.9,987.8,0.0,0.0,0.1,2023-10-18 20:00:00,2023-10-18 20:00:00+00:00,2023-10-18 20:00:00+00:00,2023-10-18 20:00:00+00:00,2736.68,766.27,602.07,492.6,328.4,218.93,simulation_realistic,2023-10-18 20:00:00,20,2,10,False,False,False,False,False,True,True,0.0,15.128134,0.0,0.0,0.0,0.0,0.0,0.0,309.09384,321.17017
2023-10-18T21:00,23.0,22.7,56,13.8,0,11.0,17.6,988.4,0.0,0.0,0.07,2023-10-18 21:00:00,2023-10-18 21:00:00+00:00,2023-10-18 21:00:00+00:00,2023-10-18 21:00:00+00:00,1940.01,543.2,426.8,349.2,232.8,155.2,simulation_realistic,2023-10-18 21:00:00,21,2,10,False,False,False,False,False,True,True,0.0,14.858278,0.0,0.0,0.0,0.0,0.0,0.0,297.75842,313.4089
2023-10-18T22:00,22.0,21.7,60,13.8,0,10.0,17.3,988.5,0.0,0.0,0.05,2023-10-18 22:00:00,2023-10-18 22:00:00+00:00,2023-10-18 22:00:00+00:00,2023-10-18 22:00:00+00:00,2101.87,588.52,462.41,378.34,252.22,168.15,simulation_realistic,2023-10-18 22:00:00,22,2,10,False,False,False,False,False,False,False,0.0,14.627895,0.0,0.0,0.0,0.0,0.0,0.0,285.94547,303.36636
2023-10-18T23:00,21.2,20.8,62,13.7,0,10.5,16.6,988.5,0.0,0.0,0.05,2023-10-18 23:00:00,2023-10-18 23:00:00+00:00,2023-10-18 23:00:00+00:00,2023-10-18 23:00:00+00:00,1709.24,478.59,376.03,307.66,205.11,136.74,simulation_realistic,2023-10-18 23:00:00,23,2,10,False,False,False,False,False,False,False,0.0,14.447235,0.0,0.0,0.0,0.0,0.0,0.0,284.6209,297.55273
2023-10-19T00:00,20.5,20.2,64,13.5,0,9.9,16.6,988.3,0.0,0.0,0.04,2023-10-19 00:00:00,2023-10-19 00:00:00+00:00,2023-10-19 00:00:00+00:00,2023-10-19 00:00:00+00:00,1555.72,435.6,342.26,280.03,186.69,124.46,simulation_realistic,2023-10-19 00:00:00,0,3,10,False,False,False,False,False,False,False,0.0,14.99193,0.0,0.0,0.0,0.0,0.0,0.0,298.8107,313.4519
2023-10-19T01:00,19.7,19.5,68,13.5,0,8.9,15.8,988.0,0.0,0.0,0.03,2023-10-19 01:00:00,2023-10-19 01:00:00+00:00,2023-10-19 01:00:00+00:00,2023-10-19 01:00:00+00:00,1754.48,491.25,385.99,315.81,210.54,140.36,simulation_realistic,2023-10-19 01:00:00,1,3,10,False,False,False,False,False,False,False,0.0,15.076706,0.0,0.0,0.0,0.0,0.0,0.0,300.96368,312.64667
2023-10-19T02:00,19.0,18.9,71,13.5,0,7.9,14.0,987.6,0.0,0.0,0.02,2023-10-19 02:00:00,2023-10-19 02:00:00+00:00,2023-10-19 02:00:00+00:00,2023-10-19 02:00:00+00:00,1723.17,482.49,379.1,310.17,206.78,137.85,simulation_realistic,2023-10-19 02:00:00,2,3,10,False,False,False,False,False,False,False,59.0,15.769485,21.0,38.0,0.0,0.0,0.0,0.0,304.28693,315.0001
2023-10-19T03:00,18.3,18.3,74,13.5,0,7.4,12.6,987.3,0.0,0.0,0.01,2023-10-19 03:00:00,2023-10-19 03:00:00+00:00,2023-10-19 03:00:00+00:00,2023-10-19 03:00:00+00:00,2142.32,599.85,471.31,385.62,257.08,171.39,simulation_realistic,2023-10-19 03:00:00,3,3,10,False,False,False,False,False,False,False,226.0,16.875546,129.0,97.0,0.0,0.0,0.0,0.0,309.47244,315.0001
2023-10-19T04:00,17.7,17.7,76,13.4,0,7.7,12.2,986.8,0.0,0.0,0.01,2023-10-19 04:00:00,2023-10-19 04:00:00+00:00,2023-10-19 04:00:00+00:00,2023-10-19 04:00:00+00:00,1961.41,549.2,431.51,353.05,235.37,156.91,simulation_realistic,2023-10-19 04:00:00,4,3,10,False,False,False,False,False,False,False,413.0,17.985794,280.0,133.0,0.0,0.0,0.0,0.0,313.1524,316.3971
2023-10-19T05:00,17.3,17.2,78,13.3,0,7.9,12.6,986.7,0.0,0.0,0.01,2023-10-19 05:00:00,2023-10-19 05:00:00+00:00,2023-10-19 05:00:00+00:00,2023-10-19 05:00:00+00:00,2667.19,746.81,586.78,480.09,320.06,213.38,simulation_realistic,2023-10-19 05:00:00,5,3,10,False,False,False,False,False,False,False,571.0,18.485813,417.0,154.0,0.0,0.0,0.0,0.0,315.0001,317.38596
2023-10-19T06:00,16.9,16.7,79,13.3,0,8.6,13.7,986.9,0.0,0.0,0.01,2023-10-19 06:00:00,2023-10-19 06:00:00+00:00,2023-10-19 06:00:00+00:00,2023-10-19 06:00:00+00:00,3344.79,936.54,735.85,602.06,401.38,267.58,simulation_realistic,2023-10-19 06:00:00,6,3,10,False,False,False,False,False,False,False,678.0,18.758448,511.0,167.0,0.0,0.0,0.0,0.0,305.53775,307.23492
2023-10-19T07:00,17.0,17.1,83,14.1,0,8.2,15.1,988.0,0.0,0.0,0.0,2023-10-19 07:00:00,2023-10-19 07:00:00+00:00,2023-10-19 07:00:00+00:00,2023-10-19 07:00:00+00:00,3343.82,936.27,735.64,601.89,401.26,267.51,simulation_realistic,2023-10-19 07:00:00,7,3,10,False,False,False,False,False,False,False,719.0,18.931087,549.0,170.0,0.0,0.0,0.0,0.0,297.47433,297.2995
2023-10-19T08:00,17.2,17.3,82,14.1,0,8.4,14.0,988.7,0.0,0.0,0.01,2023-10-19 08:00:00,2023-10-19 08:00:00+00:00,2023-10-19 08:00:00+00:00,2023-10-19 08:00:00+00:00,3511.58,983.24,772.55,632.08,421.39,280.93,simulation_realistic,2023-10-19 08:00:00,8,3,10,False,False,False,False,True,False,True,692.0,18.879698,525.0,167.0,0.0,0.0,0.0,0.0,295.76926,296.56497
2023-10-19T09:00,18.3,18.4,79,14.6,0,9.6,16.2,989.3,0.0,0.0,0.05,2023-10-19 09:00:00,2023-10-19 09:00:00+00:00,2023-10-19 09:00:00+00:00,2023-10-19 09:00:00+00:00,4796.32,1342.97,1055.19,863.34,575.56,383.71,simulation_realistic,2023-10-19 09:00:00,9,3,10,False,False,False,False,True,False,True,599.0,18.75644,444.0,155.0,0.0,0.0,0.0,0.0,296.56497,296.56497
2023-10-19T10:00,20.6,21.1,71,15.0,0,7.9,17.3,990.1,0.0,0.0,0.15,2023-10-19 10:00:00,2023-10-19 10:00:00+00:00,2023-10-19 10:00:00+00:00,2023-10-19 10:00:00+00:00,4255.77,1191.62,936.27,766.04,510.69,340.46,simulation_realistic,2023-10-19 10:00:00,10,3,10,False,False,False,False,True,False,True,450.0,18.492895,314.0,136.0,0.0,0.0,0.0,0.0,298.61035,298.70584
2023-10-19T11:00,23.0,23.7,62,15.3,0,7.9,19.1,990.7,0.0,0.0,0.28,2023-10-19 11:00:00,2023-10-19 11:00:00+00:00,2023-10-19 11:00:00+00:00,2023-10-19 11:00:00+00:00,4380.63,1226.58,963.74,788.51,525.68,350.45,simulation_realistic,2023-10-19 11:00:00,11,3,10,False,False,False,False,False,False,False,265.0,18.084524,160.0,105.0,0.0,0.0,0.0,0.0,300.37906,300.96368
2023-10-19T12:00,25.1,25.4,52,14.7,0,9.7,22.7,990.7,0.0,0.0,0.4,2023-10-19 12:00:00,2023-10-19 12:00:00+00:00,2023-10-19 12:00:00+00:00,2023-10-19 12:00:00+00:00,4346.85,1217.12,956.31,782.43,521.62,347.75,simulation_realistic,2023-10-19 12:00:00,12,3,10,False,False,False,False,False,False,False,87.0,17.63515,35.0,52.0,0.0,0.0,0.0,0.0,339.44388,334.72232
2023-10-19T13:00,26.5,27.2,47,14.2,0,9.3,23.0,990.2,0.0,0.0,0.49,2023-10-19 13:00:00,2023-10-19 13:00:00+00:00,2023-10-19 13:00:00+00:00,2023-10-19 13:00:00+00:00,5201.97,1456.55,1144.43,936.35,624.24,416.16,simulation_realistic,2023-10-19 13:00:00,13,3,10,False,False,False,False,False,False,False,2.0,17.138397,0.0,2.0,0.0,0.0,0.0,0.0,341.56494,344.40714
2023-10-19T14:00,27.6,28.3,42,13.7,0,10.1,23.8,989.4,0.0,0.0,0.53,2023-10-19 14:00:00,2023-10-19 14:00:00+00:00,2023-10-19 14:00:00+00:00,2023-10-19 14:00:00+00:00,4006.66,1121.86,881.46,721.2,480.8,320.53,simulation_realistic,2023-10-19 14:00:00,14,3,10,False,False,False,False,False,False,False,0.0,16.789349,0.0,0.0,0.0,0.0,0.0,0.0,342.47433,348.6901
2023-10-19T15:00,28.4,28.4,39,13.0,0,11.6,25.6,988.2,0.0,0.0,0.54,2023-10-19 15:00:00,2023-10-19 15:00:00+00:00,2023-10-19 15:00:00+00:00,2023-10-19 15:00:00+00:00,4354.88,1219.37,958.07,783.88,522.59,348.39,simulation_realistic,2023-10-19 15:00:00,15,3,10,False,False,False,False,False,False,False,0.0,16.595604,0.0,0.0,0.0,0.0,0.0,0.0,342.47433,346.55136
2023-10-19T16:00,28.7,27.8,37,12.5,0,12.9,26.6,987.4,0.0,0.0,0.49,2023-10-19 16:00:00,2023-10-19 16:00:00+00:00,2023-10-19 16:00:00+00:00,2023-10-19 16:00:00+00:00,3692.62,1033.93,812.38,664.67,443.11,295.41,simulation_realistic,2023-10-19 16:00:00,16,3,10,False,False,False,False,False,False,False,0.0,16.387781,0.0,0.0,0.0,0.0,0.0,0.0,332.1028,341.56494
2023-10-19T17:00,28.5,27.1,36,12.1,0,13.5,26.6,986.8,0.0,0.0,0.4,2023-10-19 17:00:00,2023-10-19 17:00:00+00:00,2023-10-19 17:00:00+00:00,2023-10-19 17:00:00+00:00,3615.21,1012.26,795.35,650.74,433.83,289.22,simulation_realistic,2023-10-19 17:00:00,17,3,10,False,False,False,False,False,False,False,0.0,16.216022,0.0,0.0,0.0,0.0,0.0,0.0,321.34018,332.30063
2023-10-19T18:00,27.8,26.5,37,11.8,0,12.1,25.6,986.6,0.0,0.0,0.27,2023-10-19 18:00:00,2023-10-19 18:00:00+00:00,2023-10-19 18:00:00+00:00,2023-10-19 18:00:00+00:00,3105.84,869.63,683.28,559.05,372.7,248.47,simulation_realistic,2023-10-19 18:00:00,18,3,10,False,False,False,False,False,True,True,0.0,16.035772,0.0,0.0,0.0,0.0,0.0,0.0,319.39877,326.97614
2023-10-19T19:00,25.1,25.1,47,13.1,0,6.2,20.5,986.9,0.0,0.0,0.1,2023-10-19 19:00:00,2023-10-19 19:00:00+00:00,2023-10-19 19:00:00+00:00,2023-10-19 19:00:00+00:00,2815.03,788.21,619.31,506.71,337.8,225.2,simulation_realistic,2023-10-19 19:00:00,19,3,10,False,False,False,False,False,True,True,0.0,15.782352,0.0,0.0,0.0,0.0,0.0,0.0,321.8427,334.48618
2023-10-19T20:00,23.2,23.4,55,13.6,0,6.8,10.1,987.4,0.0,0.0,0.07,2023-10-19 20:00:00,2023-10-19 20:00:00+00:00,2023-10-19 20:00:00+00:00,2023-10-19 20:00:00+00:00,2262.33,633.45,497.71,407.22,271.48,180.99,simulation_realistic,2023-10-19 20:00:00,20,3,10,False,False,False,False,False,True,True,0.0,15.553429,0.0,0.0,0.0,0.0,0.0,0.0,334.98312,342.34976
2023-10-19T21:00,21.8,22.0,61,14.0,0,7.2,10.4,987.7,0.0,0.0,0.03,2023-10-19 21:00:00,2023-10-19 21:00:00+00:00,2023-10-19 21:00:00+00:00,2023-10-19 21:00:00+00:00,1783.37,499.34,392.34,321.01,214.0,142.67,simulation_realistic,2023-10-19 21:00:00,21,3,10,False,False,False,False,False,True,True,0.0,15.324188,0.0,0.0,0.0,0.0,0.0,0.0,340.70987,347.61926
2023-10-19T22:00,20.9,21.2,66,14.3,0,7.2,10.1,988.1,0.0,0.0,0.02,2023-10-19 22:00:00,2023-10-19 22:00:00+00:00,2023-10-19 22:00:00+00:00,2023-10-19 22:00:00+00:00,1914.23,535.98,421.13,344.56,229.71,153.14,simulation_realistic,2023-10-19 22:00:00,22,3,10,False,False,False,False,False,False,False,0.0,15.156733,0.0,0.0,0.0,0.0,0.0,0.0,329.9315,348.0239
2023-10-19T23:00,20.1,20.6,70,14.5,0,6.9,10.1,988.3,0.0,0.0,0.02,2023-10-19 23:00:00,2023-10-19 23:00:00+00:00,2023-10-19 23:00:00+00:00,2023-10-19 23:00:00+00:00,1353.09,378.86,297.68,243.56,162.37,108.25,simulation_realistic,2023-10-19 23:00:00,23,3,10,False,False,False,False,False,False,False,0.0,14.943394,0.0,0.0,0.0,0.0,0.0,0.0,300.46545,335.22488
2023-10-20T00:00,19.5,20.0,73,14.6,0,6.9,9.7,988.2,0.0,0.0,0.01,2023-10-20 00:00:00,2023-10-20 00:00:00+00:00,2023-10-20 00:00:00+00:00,2023-10-20 00:00:00+00:00,1526.91,427.53,335.92,274.84,183.23,122.15,simulation_realistic,2023-10-20 00:00:00,0,4,10,False,False,False,False,False,False,False,0.0,15.488684,0.0,0.0,0.0,0.0,0.0,0.0,329.03632,351.11942
2023-10-20T01:00,19.1,19.6,75,14.5,0,6.6,9.7,988.1,0.0,0.0,0.01,2023-10-20 01:00:00,2023-10-20 01:00:00+00:00,2023-10-20 01:00:00+00:00,2023-10-20 01:00:00+00:00,1693.41,474.15,372.55,304.81,203.21,135.47,simulation_realistic,2023-10-20 01:00:00,1,4,10,False,False,False,False,False,False,False,0.0,15.669825,0.0,0.0,0.0,0.0,0.0,0.0,315.0001,340.20102
2023-10-20T02:00,18.5,19.1,77,14.5,0,6.4,10.1,987.8,0.0,0.0,0.01,2023-10-20 02:00:00,2023-10-20 02:00:00+00:00,2023-10-20 02:00:00+00:00,2023-10-20 02:00:00+00:00,1821.41,509.99,400.71,327.85,218.57,145.71,simulation_realistic,2023-10-20 02:00:00,2,4,10,False,False,False,False,False,False,False,57.0,16.53662,20.0,37.0,0.0,0.0,0.0,0.0,284.93146,318.57642
2023-10-20T03:00,17.7,18.4,82,14.6,0,6.0,9.7,987.6,0.0,0.0,0.0,2023-10-20 03:00:00,2023-10-20 03:00:00+00:00,2023-10-20 03:00:00+00:00,2023-10-20 03:00:00+00:00,1950.51,546.14,429.11,351.09,234.06,156.04,simulation_realistic,2023-10-20 03:00:00,3,4,10,False,False,False,False,False,False,False,222.0,17.840923,125.0,97.0,0.0,0.0,0.0,0.0,284.03625,300.06848
2023-10-20T04:00,17.0,17.4,86,14.6,0,7.6,9.0,987.2,0.0,0.0,0.0,2023-10-20 04:00:00,2023-10-20 04:00:00+00:00,2023-10-20 04:00:00+00:00,2023-10-20 04:00:00+00:00,2271.57,636.04,499.75,408.88,272.59,181.73,simulation_realistic,2023-10-20 04:00:00,4,4,10,False,False,False,False,False,False,False,409.0,18.713936,278.0,131.0,0.0,0.0,0.0,0.0,302.47116,305.53775
2023-10-20T05:00,16.5,16.8,89,14.6,0,7.9,10.1,987.2,0.0,0.0,0.0,2023-10-20 05:00:00,2023-10-20 05:00:00+00:00,2023-10-20 05:00:00+00:00,2023-10-20 05:00:00+00:00,2372.82,664.39,522.02,427.11,284.74,189.83,simulation_realistic,2023-10-20 05:00:00,5,4,10,False,False,False,False,False,False,False,569.0,18.997784,416.0,153.0,0.0,0.0,0.0,0.0,317.4896,315.0001
2023-10-20T06:00,16.0,16.5,91,14.5,0,7.1,9.0,987.6,0.0,0.0,0.0,2023-10-20 06:00:00,2023-10-20 06:00:00+00:00,2023-10-20 06:00:00+00:00,2023-10-20 06:00:00+00:00,3158.86,884.48,694.95,568.59,379.06,252.71,simulation_realistic,2023-10-20 06:00:00,6,4,10,False,False,False,False,False,False,False,676.0,19.056772,511.0,165.0,0.0,0.0,0.0,0.0,306.25394,307.87503
2023-10-20T07:00,16.7,17.4,90,15.0,0,6.3,8.3,988.5,0.0,0.0,0.0,2023-10-20 07:00:00,2023-10-20 07:00:00+00:00,2023-10-20 07:00:00+00:00,2023-10-20 07:00:00+00:00,3350.2,938.06,737.04,603.04,402.02,268.02,simulation_realistic,2023-10-20 07:00:00,7,4,10,False,False,False,False,False,False,False,719.0,19.13623,550.0,169.0,0.0,0.0,0.0,0.0,299.0545,301.75943
2023-10-20T08:00,16.9,17.8,89,15.2,0,5.6,7.9,989.1,0.0,0.0,0.0,2023-10-20 08:00:00,2023-10-20 08:00:00+00:00,2023-10-20 08:00:00+00:00,2023-10-20 08:00:00+00:00,4039.53,1131.07,888.7,727.12,484.74,323.16,simulation_realistic,2023-10-20 08:00:00,8,4,10,False,False,False,False,True,False,True,692.0,19.212973,527.0,165.0,0.0,0.0,0.0,0.0,297.64587,297.47433
2023-10-20T09:00,18.8,19.9,81,15.5,0,5.6,10.4,990.0,0.0,0.0,0.04,2023-10-20 09:00:00,2023-10-20 09:00:00+00:00,2023-10-20 09:00:00+00:00,2023-10-20 09:00:00+00:00,4445.15,1244.64,977.93,800.13,533.42,355.61,simulation_realistic,2023-10-20 09:00:00,9,4,10,False,False,False,False,True,False,True,598.0,19.110603,444.0,154.0,0.0,0.0,0.0,0.0,301.75943,301.60745
2023-10-20T10:00,21.7,23.1,70,16.0,0,4.5,12.6,990.9,0.0,0.0,0.14,2023-10-20 10:00:00,2023-10-20 10:00:00+00:00,2023-10-20 10:00:00+00:00,2023-10-20 10:00:00+00:00,4144.34,1160.42,911.76,745.98,497.32,331.55,simulation_realistic,2023-10-20 10:00:00,10,4,10,False,False,False,False,True,False,True,448.0,18.884018,313.0,135.0,0.0,0.0,0.0,0.0,310.10083,309.55963
